Timestamp,Action,Symbol,Size,Price,Leverage,Margin,PnL,Fee,Balance_After
2026-02-01T04:50:19.398590,OPEN_LONG,BTC/USDT,0.012751182353383716,78424.1,10,100.0,0,0.5,899.5
